Frame,T,Caos_Original,Caos_Fenix,Ruido_Vibracional,Fluxo_Qiskit,q0_x,q0_y,q0_z,q0_S,q0_VR_Ganho,q0_Torque,q1_x,q1_y,q1_z,q1_S,q1_VR_Ganho,q1_Torque,q2_x,q2_y,q2_z,q2_S,q2_VR_Ganho,q2_Torque,q3_x,q3_y,q3_z,q3_S,q3_VR_Ganho,q3_Torque,q4_x,q4_y,q4_z,q4_S,q4_VR_Ganho,q4_Torque,q5_x,q5_y,q5_z,q5_S,q5_VR_Ganho,q5_Torque,q6_x,q6_y,q6_z,q6_S,q6_VR_Ganho,q6_Torque,q7_x,q7_y,q7_z,q7_S,q7_VR_Ganho,q7_Torque,q8_x,q8_y,q8_z,q8_S,q8_VR_Ganho,q8_Torque,q9_x,q9_y,q9_z,q9_S,q9_VR_Ganho,q9_Torque,q10_x,q10_y,q10_z,q10_S,q10_VR_Ganho,q10_Torque,q11_x,q11_y,q11_z,q11_S,q11_VR_Ganho,q11_Torque,q12_x,q12_y,q12_z,q12_S,q12_VR_Ganho,q12_Torque,q13_x,q13_y,q13_z,q13_S,q13_VR_Ganho,q13_Torque
85,4.25000000,0.70833333,0.70833333,-0.24902163,-0.05000000,15.27273030,12.73242791,-0.00000224,0.95073917,0.76533425,-0.33742877,8.84900249,17.80639704,-0.00000224,0.95310459,0.88120318,-0.51274241,0.54751362,19.87630932,-0.00000224,0.94549489,0.55712451,-0.06873067,-8.27459619,18.08034139,-0.00000224,0.94585311,0.56946663,-0.08273111,-15.69884499,12.20319416,-0.00000224,0.95172467,0.81176693,-0.40571406,-19.20294146,5.15889369,-0.00000224,0.94505630,0.54235258,-0.05233397,-19.32662099,-4.67475952,-0.00000224,0.95168623,0.80990777,-0.40292785,-15.39193685,-12.58798115,-0.00000224,0.94776755,0.63985634,-0.16752830,-8.73024614,-17.86491584,-0.00000224,0.95280337,0.86559070,-0.48818469,-1.44231926,-19.83143990,-0.00000224,0.94380488,0.50218442,-0.00981543,7.31150246,-18.49076075,-0.00000224,0.94381645,0.50254251,-0.01018065,14.99839062,-13.05456432,-0.00000224,0.95420707,0.94061086,-0.60867641,19.38962817,-4.40618911,-0.00000224,0.95246175,0.84819548,-0.46115471,19.37198631,4.48310727,-0.00000224,0.95234600,0.84237612,-0.45219144
86,4.30000000,0.71666667,0.71666667,-0.20794369,-0.05000000,14.97326631,13.25566743,-0.00000229,0.95733658,0.54772961,-0.06282083,7.85492608,18.39057579,-0.00000229,0.96579851,0.93015025,-0.59925630,-2.09059425,19.88822522,-0.00000229,0.96060399,0.67349846,-0.21646045,-10.50376985,17.01713521,-0.00000229,0.96053089,0.67041178,-0.21238880,-16.82735905,10.80521003,-0.00000229,0.96301506,0.78305942,-0.36969799,-19.86272746,2.32043913,-0.00000229,0.96204903,0.73730447,-0.30370479,-19.21421491,-5.54305065,-0.00000229,0.95754295,0.55497428,-0.07094411,-14.38419951,-13.89271429,-0.00000229,0.96365306,0.81471632,-0.41693219,-6.70144239,-18.84152619,-0.00000229,0.96234080,0.75085399,-0.32295927,1.38780666,-19.94961057,-0.00000229,0.96495082,0.88282881,-0.52267235,8.97276201,-17.87178530,-0.00000229,0.95608031,0.50549744,-0.01741659,16.87699460,-10.72751119,-0.00000229,0.96235951,0.75173088,-0.32421384,19.84581985,-2.46077856,-0.00000229,0.96016072,0.65498324,-0.19225135,19.46419291,4.58871459,-0.00000229,0.95578065,0.49588281,-0.00756272
87,4.35000000,0.72500000,0.72500000,-0.11595388,0.05000000,13.03176350,15.32122520,-0.00000234,0.98108756,0.71535078,-0.27899949,5.12266339,19.45057641,-0.00000234,0.98187476,0.74833732,-0.32560049,-1.98970411,20.01522976,-0.00000234,0.97497512,0.50169886,-0.01768227,-11.19791757,16.70851753,-0.00000234,0.97667365,0.55415034,-0.07463338,-17.19056819,10.44270079,-0.00000234,0.98571177,0.93043559,-0.60747914,-20.08508917,1.07550208,-0.00000234,0.97827477,0.60823739,-0.13856255,-18.76718878,-7.23605682,-0.00000234,0.97676499,0.55711102,-0.07800070,-14.09288770,-14.35125958,-0.00000234,0.97580549,0.52673368,-0.04421391,-6.15647696,-19.14851828,-0.00000234,0.97649619,0.54844029,-0.06818381,2.87342838,-19.90756905,-0.00000234,0.97675295,0.55672020,-0.07755530,10.72537984,-17.01571149,-0.00000234,0.97550764,0.51762273,-0.03441744,17.46226436,-9.98183790,-0.00000234,0.97727345,0.57386381,-0.09734844,20.03472198,-1.78202750,-0.00000234,0.98542465,0.91549540,-0.58290513,18.67053480,7.48190197,-0.00000234,0.97742372,0.57890407,-0.10326577
88,4.40000000,0.73333333,0.73333333,0.00442548,0.05000000,12.76861814,15.69345922,-0.00000238,0.99634270,0.53695604,-0.05986753,3.74743902,19.88173049,-0.00000238,0.98814108,0.80956302,-0.42265073,-3.37505643,19.94818761,-0.00000238,0.99842759,0.48464565,-0.00435990,-12.74945677,15.70919385,-0.00000238,0.98637306,0.88588180,-0.54230281,-17.91498339,9.40080033,-0.00000238,0.99749474,0.50734299,-0.02778481,-20.20512306,-1.03852314,-0.00000238,0.99003585,0.73552059,-0.31344695,-18.37285462,-8.47149071,-0.00000238,0.98536166,0.93297427,-0.61945356,-12.25448921,-16.09815935,-0.00000238,0.99446635,0.58922160,-0.12042534,-3.99066317,-19.83435307,-0.00000238,0.98727437,0.84605655,-0.47900698,4.34764483,-19.75905634,-0.00000238,0.99624258,0.53961568,-0.06283027,12.36806727,-16.01120951,-0.00000238,0.98540739,0.93078854,-0.61581917,18.02626495,-9.18595752,-0.00000238,0.98516407,0.94248374,-0.63532519,20.22833664,-0.36939783,-0.00000238,0.99675656,0.52611025,-0.04792277,17.85279426,9.51861896,-0.00000238,0.98840597,0.79874863,-0.40626300
89,4.45000000,0.74166667,0.74166667,0.12372133,-0.05000000,10.69128699,17.31775682,-0.00000241,0.95528505,0.81541725,-0.43837755,2.69953901,20.17217858,-0.00000241,0.96290110,0.55954839,-0.09011045,-6.31803444,19.34661836,-0.00000241,0.95361274,0.88698709,-0.55147697,-13.01496610,15.64650795,-0.00000241,0.96620968,0.47665996,-0.00034069,-19.30291292,6.45023881,-0.00000241,0.95583618,0.79321155,-0.40453895,-20.29354474,-1.54323703,-0.00000241,0.95297342,0.91610754,-0.59917569,-17.16581243,-10.93344297,-0.00000241,0.96102135,0.61344306,-0.15520038,-10.57157334,-17.39102036,-0.00000241,0.96014904,0.64032642,-0.18946585,-2.69024681,-20.17354107,-0.00000241,0.95363886,0.88581862,-0.54958278,7.15080749,-19.05448359,-0.00000241,0.95703976,0.74694467,-0.33605228,14.73576252,-14.03795335,-0.00000241,0.95810380,0.70845406,-0.28125386,19.27658098,-6.52852603,-0.00000241,0.95545997,0.80829795,-0.42746200,20.16396079,2.76076454,-0.00000241,0.95752707,0.72904459,-0.31031511,17.02931174,11.14496739,-0.00000241,0.95634991,0.77309699,-0.37442317
90,4.50000000,0.75000000,0.75000000,0.21272588,-0.05000000,10.07012328,17.82579697,-0.00000244,0.93543939,0.53238217,-0.06367627,2.08612718,20.36698081,-0.00000244,0.93714135,0.49073419,-0.01872020,-7.01449266,19.23441630,-0.00000244,0.93701420,0.49372076,-0.02182977,-15.50057257,13.37532047,-0.00000244,0.93391102,0.57304593,-0.11071854,-19.89642656,4.82715810,-0.00000244,0.92724772,0.79393593,-0.41224924,-20.06210352,-4.08430277,-0.00000244,0.92643186,0.82675623,-0.46278060,-16.14450848,-12.59057644,-0.00000244,0.93152900,0.64326035,-0.19863511,-9.65280302,-18.05528434,-0.00000244,0.92535277,0.87243411,-0.53526612,-1.23431541,-20.43640479,-0.00000244,0.92455013,0.90817475,-0.59365707,7.63898611,-18.99516119,-0.00000244,0.92431300,0.91903382,-0.61167917,15.83577396,-12.97674577,-0.00000244,0.93182276,0.63411973,-0.18673717,19.43252780,-6.44536961,-0.00000244,0.93687360,0.49704609,-0.02531330,20.18688186,3.41466357,-0.00000244,0.92469202,0.90174339,-0.58304447,16.36262234,12.30576237,-0.00000244,0.93318684,0.59347384,-0.13545319
91,4.55000000,0.75833333,0.75833333,0.24964772,0.05000000,7.69629246,19.10401238,-0.00000247,0.91231695,0.80941521,-0.44266115,-0.73651005,20.58283195,-0.00000247,0.92013989,0.55429097,-0.09326933,-9.15560044,18.44912650,-0.00000247,0.92142902,0.52134747,-0.05578147,-16.34526097,12.53107214,-0.00000247,0.92105985,0.53055938,-0.06605991,-20.31387953,3.39743401,-0.00000247,0.91179259,0.83057431,-0.47566614,-19.72973569,-5.91047622,-0.00000247,0.91238611,0.80666817,-0.43841644,-15.95683720,-13.02212854,-0.00000247,0.90955654,0.92776516,-0.63399453,-7.47837509,-19.19035388,-0.00000247,0.91658886,0.65726896,-0.22259817,-0.02767971,-20.59601326,-0.00000247,0.90912418,0.94794121,-0.66817584,8.37902379,-18.81458410,-0.00000247,0.90827147,0.98913815,-0.73929378,17.01357726,-11.60751092,-0.00000247,0.91316644,0.77636414,-0.39221895,20.36042194,-3.10627330,-0.00000247,0.91719229,0.63840134,-0.19761406,19.70060127,6.00686807,-0.00000247,0.91283812,0.78896153,-0.41128219,16.11615652,12.82443086,-0.00000247,0.90913366,0.94749364,-0.66741289
92,4.60000000,0.76666667,0.76666667,0.22544709,0.05000000,6.32303411,19.73110542,-0.00000249,0.92510108,0.58887811,-0.13964102,-2.42636321,20.57693236,-0.00000249,0.92654550,0.55053453,-0.09348136,-11.20520279,17.42814176,-0.00000249,0.91683688,0.87203629,-0.54915824,-17.49534874,11.10000881,-0.00000249,0.92709656,0.53662601,-0.07738834,-20.68245777,1.23812279,-0.00000249,0.92124179,0.70625745,-0.29584505,-19.17782317,-7.84271332,-0.00000249,0.92189717,0.68465838,-0.26553201,-14.56787723,-14.73341886,-0.00000249,0.91660930,0.88167637,-0.56492219,-6.00880098,-19.82905660,-0.00000249,0.92359826,0.63186295,-0.19435088,2.22280889,-20.59991614,-0.00000249,0.92711549,0.53615502,-0.07684963,10.67660653,-17.75690157,-0.00000249,0.92790307,0.51695153,-0.05524170,16.83428641,-12.07904433,-0.00000249,0.91424949,0.98872202,-0.74680608,20.39714234,-3.64047930,-0.00000249,0.91416553,0.99278088,-0.75393901,19.24799537,7.66886730,-0.00000249,0.91904285,0.78428978,-0.41072469,13.89965496,15.36543269,-0.00000249,0.92014926,0.74392098,-0.35027238
93,4.65000000,0.77500000,0.77500000,0.14604915,-0.05000000,4.88771622,20.26284446,-0.00000250,0.95131193,0.57071570,-0.12221073,-5.06611114,20.21896690,-0.00000250,0.94621212,0.72049478,-0.32219295,-13.22373718,16.11226711,-0.00000250,0.94882532,0.63904615,-0.20910957,-17.78681875,10.86748313,-0.00000250,0.95588016,0.46488451,-0.00419964,-20.84230734,0.26620187,-0.00000250,0.95134597,0.56983695,-0.12114448,-18.58033414,-9.44686880,-0.00000250,0.94661796,0.70714222,-0.30299384,-13.59739977,-15.79821255,-0.00000250,0.95289594,0.53133249,-0.07578539,-4.45802871,-20.36167653,-0.00000250,0.94415869,0.79236434,-0.42967227,4.69202811,-20.30904680,-0.00000250,0.95010532,0.60283072,-0.16208982,13.02663890,-16.27203724,-0.00000250,0.95017612,0.60089353,-0.15963487,18.10235986,-10.33324955,-0.00000250,0.94019640,0.95390868,-0.69426682,20.84398744,0.00132790,-0.00000250,0.94341966,0.82009478,-0.47291967,19.38758339,7.65461163,-0.00000250,0.94010299,0.95812251,-0.70155682,12.92991267,16.34900163,-0.00000250,0.94997267,0.60647887,-0.16672990
94,4.70000000,0.78333333,0.78333333,0.03089328,0.05000000,4.61471305,20.45493350,-0.00000250,0.98965820,0.48154466,-0.02531819,-6.66606097,19.88122874,-0.00000250,0.97979846,0.75157286,-0.37409254,-13.05998765,16.40538349,-0.00000250,0.98981073,0.47829591,-0.02190961,-19.44122272,7.85737928,-0.00000250,0.97691153,0.85869524,-0.54182993,-20.94341576,-1.03593192,-0.00000250,0.98725316,0.53603776,-0.08564954,-19.07072125,-8.71820276,-0.00000250,0.97376534,0.99443484,-0.77342432,-12.66271636,-16.71393035,-0.00000250,0.98858850,0.50500758,-0.05057726,-2.56330341,-20.81175545,-0.00000250,0.98227698,0.67104538,-0.25795979,6.11825079,-20.05658964,-0.00000250,0.98579204,0.57235799,-0.12897670,14.68315049,-14.97012943,-0.00000250,0.98204277,0.67824228,-0.26796173,19.09538209,-8.66407748,-0.00000250,0.98868847,0.50276353,-0.04811346,20.87699605,1.96230519,-0.00000250,0.97905417,0.77774002,-0.41373463,17.91489306,10.89753301,-0.00000250,0.97956981,0.75950924,-0.38602098,11.69709909,17.40337993,-0.00000250,0.98500856,0.59291708,-0.15453353
95,4.75000000,0.79166667,0.79166667,-0.09182634,-0.05000000,2.15996565,20.98315853,-0.00000250,0.97975965,0.51993799,-0.07155436,-8.41734093,19.34183077,-0.00000250,0.98505338,0.68429913,-0.28214101,-15.92613254,13.83171124,-0.00000250,0.98675967,0.74681112,-0.37319920,-20.37146442,5.47370732,-0.00000250,0.98522439,0.69033743,-0.29069549,-20.73165810,-3.89312359,-0.00000250,0.98485039,0.67719501,-0.27214481,-17.80813984,-11.30612949,-0.00000250,0.97953269,0.51378931,-0.06459599,-10.35404365,-18.37801899,-0.00000250,0.98876050,0.82686239,-0.49739881,-2.79872228,-20.90754966,-0.00000250,0.97845751,0.48556932,-0.03361764,7.58024531,-19.68497405,-0.00000250,0.98084374,0.55026253,-0.10691979,15.94353687,-13.81165178,-0.00000250,0.98433964,0.65962269,-0.24774068,20.37051737,-5.47723152,-0.00000250,0.98509050,0.68560561,-0.28398741,20.84587364,3.22611752,-0.00000250,0.98145793,0.56816454,-0.12858839,17.33834602,12.01413949,-0.00000250,0.98893612,0.83425687,-0.50927440,10.08136569,18.52901072,-0.00000250,0.98312669,0.61957557,-0.19389373
96,4.80000000,0.80000000,0.80000000,-0.19206367,-0.05000000,-0.94434538,21.19777631,-0.00000249,0.96527893,0.69099304,-0.29738577,-8.42183534,19.47589669,-0.00000249,0.95985396,0.49422686,-0.04706985,-17.05262086,12.62718232,-0.00000249,0.96370346,0.62739415,-0.20943652,-20.26306728,6.29644575,-0.00000249,0.97116293,0.98566106,-0.77429321,-20.88105554,-3.77086110,-0.00000249,0.95967933,0.48886225,-0.04122354,-16.75074573,-13.02496661,-0.00000249,0.96943155,0.88862397,-0.60596947,-8.88115290,-19.27077642,-0.00000249,0.96233496,0.57662675,-0.14383372,-0.84749810,-21.20187746,-0.00000249,0.95987857,0.49498741,-0.04790342,9.04649526,-19.19370131,-0.00000249,0.96929645,0.88144031,-0.59391625,15.74520955,-14.22411769,-0.00000249,0.97081001,0.96511353,-0.73782010,20.31981823,-6.11088432,-0.00000249,0.95896722,0.46754400,-0.01857935,20.66524571,4.81506987,-0.00000249,0.96881070,0.85605524,-0.55179576,17.16700386,12.47121298,-0.00000249,0.97039632,0.94153658,-0.69650915,8.85689000,19.28193962,-0.00000249,0.96240828,0.57924658,-0.14711298
97,4.85000000,0.80833333,0.80833333,-0.24527711,0.05000000,-1.09396254,21.31481761,-0.00000248,0.95995786,0.91809444,-0.66367056,-9.67527914,19.02383774,-0.00000248,0.94962766,0.47206445,-0.02723509,-18.23302645,11.09390165,-0.00000248,0.95600711,0.71434911,-0.33713695,-21.24005303,2.09236181,-0.00000248,0.95498691,0.66906878,-0.27195299,-20.28458943,-6.63724758,-0.00000248,0.95222787,0.55966868,-0.12756138,-15.06314588,-15.12017368,-0.00000248,0.95745278,0.78342847,-0.44205565,-7.60089652,-19.94351952,-0.00000248,0.95189261,0.54757780,-0.11284626,2.70593253,-21.17063579,-0.00000248,0.95578483,0.70424624,-0.32233781,10.45543708,-18.60648727,-0.00000248,0.95101324,0.51701195,-0.07685075,17.76368105,-11.83085955,-0.00000248,0.95193672,0.54915452,-0.11475018,21.15447484,-2.82954031,-0.00000248,0.95863322,0.84440632,-0.53975454,20.08465853,7.21971327,-0.00000248,0.95415082,0.63397270,-0.22352860,16.74620521,13.23185487,-0.00000248,0.94887214,0.44911987,-0.00353362,6.80608186,20.22857019,-0.00000248,0.95460407,0.65277942,-0.24924249
98,4.90000000,0.81666667,0.81666667,-0.23843816,0.05000000,-4.48418015,20.99235866,-0.00000245,0.95379631,0.70486802,-0.32911836,-12.74971665,17.26940822,-0.00000245,0.95620416,0.81211343,-0.49421278,-18.83961554,10.28856838,-0.00000245,0.94976531,0.55433243,-0.12565383,-21.44510703,0.94616567,-0.00000245,0.95656196,0.82928852,-0.52202014,-19.47594161,-9.02631700,-0.00000245,0.95284244,0.66615260,-0.27340912,-13.93656434,-16.32661170,-0.00000245,0.95081214,0.59024557,-0.17084661,-6.54214452,-20.44477122,-0.00000245,0.95812152,0.90817479,-0.65420211,4.49044307,-20.99101796,-0.00000245,0.95353689,0.69413648,-0.31345814,12.48949793,-17.45853376,-0.00000245,0.95693423,0.84751700,-0.55192196,18.57577235,-10.75760574,-0.00000245,0.94861778,0.51730804,-0.08150183,21.31543972,-2.53711525,-0.00000245,0.94707313,0.47109858,-0.03014030,20.51552334,6.31681339,-0.00000245,0.95975929,0.99849811,-0.81393936,14.23737553,16.06495803,-0.00000245,0.94971868,0.55278101,-0.12375291,6.38990086,20.49279251,-0.00000245,0.94854695,0.51510002,-0.07895066
99,4.95000000,0.82500000,0.82500000,-0.17322124,0.05000000,-4.93544551,21.01634856,-0.00000243,0.96881760,0.89316780,-0.63595261,-13.80476597,16.59739932,-0.00000243,0.96822253,0.86758359,-0.59252192,-19.71782704,8.78907315,-0.00000243,0.95891179,0.54599849,-0.12004373,-21.53461591,-1.51768564,-0.00000243,0.96392853,0.70212713,-0.33095409,-18.75355977,-10.69332708,-0.00000243,0.96431538,0.71573840,-0.35111225,-12.53788935,-17.57400362,-0.00000243,0.96633780,0.79095973,-0.46705521,-4.94311428,-21.01440470,-0.00000243,0.95708318,0.49758482,-0.06319863,5.64393869,-20.83714964,-0.00000243,0.95958047,0.56476551,-0.14325578,14.51948297,-15.97581265,-0.00000243,0.96180390,0.63154885,-0.23078060,19.97003283,-8.20011044,-0.00000243,0.96584369,0.77193473,-0.43702677,21.55798771,1.13776074,-0.00000243,0.96053701,0.59265137,-0.17889244,19.08194549,10.09574912,-0.00000243,0.96736678,0.83197946,-0.53334250,14.24116517,16.22430170,-0.00000243,0.95544013,0.45750582,-0.01968846,5.18596452,20.95578923,-0.00000243,0.95658313,0.48505567,-0.04923722
100,5.00000000,0.83333333,0.83333333,-0.06559371,-0.05000000,-5.90278896,20.89101614,-0.00000240,0.98111981,0.46801615,-0.03467104,-15.09028793,15.60669598,-0.00000240,0.99681162,0.88186197,-0.62401753,-19.90136481,8.67310064,-0.00000240,0.99917562,0.96748081,-0.77424940,-21.46621894,-3.23803952,-0.00000240,0.99246253,0.74226496,-0.39732280,-18.30345763,-11.67340904,-0.00000240,0.99546611,0.83629395,-0.54740307,-10.93981148,-18.75111600,-0.00000240,0.99316596,0.76337124,-0.43002421,-1.52709436,-21.65525201,-0.00000240,0.98962122,0.66235036,-0.27909636,6.10678867,-20.83251509,-0.00000240,0.99833498,0.93619741,-0.71844202,15.39076281,-15.31044084,-0.00000240,0.99572974,0.84504825,-0.56193324,19.97373445,-8.50510268,-0.00000240,0.99887855,0.95631790,-0.75421774,21.68318896,1.05675508,-0.00000240,0.98100999,0.46589091,-0.03239319,17.90176560,12.28041032,-0.00000240,0.98911399,0.64894462,-0.26017841,10.88588378,18.78240483,-0.00000240,0.98818026,0.62491611,-0.22696670,1.65413516,21.64595649,-0.00000240,0.99272850,0.75018146,-0.40951894
101,5.05000000,0.84166667,0.84166667,0.05809344,0.05000000,-8.38318784,20.15392280,-0.00000236,0.97627688,0.50297378,-0.07768401,-17.13716648,13.51935587,-0.00000236,0.96593176,0.75939161,-0.43014142,-21.31544585,4.70198547,-0.00000236,0.97092713,0.62127710,-0.22719395,-21.33731026,-4.60154003,-0.00000236,0.96427426,0.81231568,-0.51484602,-18.00857377,-12.33491040,-0.00000236,0.97732207,0.48285171,-0.05486208,-9.80715810,-19.50062878,-0.00000236,0.96390319,0.82470401,-0.53518006,0.26951345,-21.82620397,-0.00000236,0.96717675,0.72210140,-0.37265990,9.53203044,-19.63663597,-0.00000236,0.97154253,0.60624418,-0.20684701,17.19991311,-13.43944395,-0.00000236,0.96664740,0.73770816,-0.39648840,20.79942418,-6.62139499,-0.00000236,0.97792511,0.47164068,-0.04250841,21.32066400,4.67807091,-0.00000236,0.96455477,0.80308460,-0.49981693,18.11552575,12.17709766,-0.00000236,0.96081009,0.93631295,-0.72644885,11.88669855,18.30737419,-0.00000236,0.95932476,0.99564304,-0.83365211,2.78473069,21.64959161,-0.00000236,0.98008770,0.43370252,-0.00271943
102,5.10000000,0.85000000,0.85000000,0.16755729,-0.05000000,-8.54931106,20.21135703,-0.00000232,0.94683531,0.42778443,-0.00036965,-16.77855435,14.14460815,-0.00000232,0.94594020,0.44455213,-0.01747626,-21.74066214,2.98924069,-0.00000232,0.93351502,0.76819075,-0.45037702,-20.86968672,-6.78581155,-0.00000232,0.93870959,0.60929403,-0.21602256,-17.10165179,-13.75222071,-0.00000232,0.94452017,0.47263295,-0.04752977,-8.77390088,-20.11494807,-0.00000232,0.93046137,0.88217836,-0.63926083,1.11855679,-21.91668768,-0.00000232,0.93107094,0.85803717,-0.59795936,8.68619425,-20.15298846,-0.00000232,0.92787515,0.99310379,-0.83726584,17.46383470,-13.28935853,-0.00000232,0.92987484,0.90610288,-0.68084350,21.77587542,-2.72080817,-0.00000232,0.93586998,0.69119477,-0.33223408,21.11117431,5.99255184,-0.00000232,0.93112895,0.85577729,-0.59412757,16.77077239,14.15392995,-0.00000232,0.93006805,0.89814515,-0.66694141,8.42006411,20.26556364,-0.00000232,0.94170937,0.53405682,-0.11895953,-1.75529482,21.87486729,-0.00000232,0.93978109,0.58117725,-0.17859606
103,5.15000000,0.85833333,0.85833333,0.23599728,-0.05000000,-12.11816789,18.43418904,-0.00000227,0.92674298,0.52156121,-0.10817425,-19.47813628,10.35739560,-0.00000227,0.92074964,0.70172474,-0.35375297,-21.81882854,3.25672112,-0.00000227,0.92937277,0.45889722,-0.03643842,-21.10123771,-6.43468333,-0.00000227,0.92956060,0.45474375,-0.03197400,-15.53730004,-15.66081213,-0.00000227,0.92760077,0.50016139,-0.08278115,-7.88419116,-20.60357354,-0.00000227,0.92907966,0.46546065,-0.04356974,3.95575891,-21.70313391,-0.00000227,0.91985721,0.73386948,-0.40282775,13.02264965,-17.80681952,-0.00000227,0.92251261,0.64260332,-0.26739088,19.22669157,-10.81687919,-0.00000227,0.92495917,0.56929822,-0.16793299,21.91230407,-2.55331237,-0.00000227,0.92797227,0.49118928,-0.07240503,20.43038605,8.32313068,-0.00000227,0.91821462,0.79726867,-0.50369025,15.72266080,15.47469803,-0.00000227,0.92816448,0.48661543,-0.06717833,5.74739571,21.29883392,-0.00000227,0.92155451,0.67403538,-0.31265850,-3.64533865,21.75735147,-0.00000227,0.92453339,0.58137711,-0.18370218
104,5.20000000,0.86666667,0.86666667,0.24665690,-0.05000000,-14.16890742,17.05542441,-0.00000221,0.92307564,0.79863088,-0.51256948,-19.90681852,9.76551684,-0.00000221,0.92181091,0.85709897,-0.61065283,-22.15133308,-0.98008354,-0.00000221,0.92629601,0.66824677,-0.30977842,-20.27164176,-8.98377101,-0.00000221,0.92097765,0.89812390,-0.68187311,-13.04243372,-17.93146497,-0.00000221,0.92591526,0.68239440,-0.33063317,-5.06984388,-21.58550772,-0.00000221,0.93081872,0.52232024,-0.11344392,5.35497076,-21.51673203,-0.00000221,0.92304692,0.79990975,-0.51467017,14.56195519,-16.72102034,-0.00000221,0.92538433,0.70266244,-0.36101952,20.35054993,-8.80319343,-0.00000221,0.92728968,0.63278818,-0.25884018,22.17067380,-0.31350710,-0.00000221,0.93120369,0.51158711,-0.10049067,19.54296623,10.47451931,-0.00000221,0.92536131,0.70355572,-0.36237232,13.07787571,17.90565447,-0.00000221,0.92515653,0.71155607,-0.37453865,4.82760441,21.64098685,-0.00000221,0.93022119,0.53946174,-0.13458667,-5.88808243,21.37692226,-0.00000221,0.92610283,0.67538484,-0.32026347
105,5.25000000,0.87500000,0.87500000,0.19692631,-0.05000000,-15.84271525,15.66749003,-0.00000215,0.94638529,0.60817927,-0.22971808,-20.11771589,9.57778129,-0.00000215,0.95183454,0.44406430,-0.02807113,-22.10429317,-2.80432715,-0.00000215,0.94424166,0.68960364,-0.34712007,-19.27870277,-11.17098062,-0.00000215,0.94905031,0.52102134,-0.11620637,-13.36284237,-17.82984698,-0.00000215,0.93930055,0.92521339,-0.73764406,-3.32942531,-22.03120566,-0.00000215,0.94914275,0.51824895,-0.11282303,6.87990890,-21.19260984,-0.00000215,0.94838499,0.54144930,-0.14158583,15.15435191,-16.33415837,-0.00000215,0.94912691,0.51872305,-0.11340055,20.78954040,-8.01588513,-0.00000215,0.94883589,0.52751342,-0.12418669,22.22125283,1.63553487,-0.00000215,0.94918664,0.51693827,-0.11122867,18.70049740,12.11426828,-0.00000215,0.94417060,0.69249503,-0.35147294,13.51411220,17.71512752,-0.00000215,0.95125364,0.45905337,-0.04425789,3.56681715,21.99400881,-0.00000215,0.94962719,0.50397614,-0.09564139,-7.61817222,20.93863119,-0.00000215,0.94543765,0.64282884,-0.27842409
106,5.30000000,0.88333333,0.88333333,0.09898129,0.05000000,-16.81701930,14.77610238,-0.00000208,0.97248447,0.54848370,-0.15507588,-21.10846997,7.45537951,-0.00000208,0.96371700,0.92590632,-0.74660559,-22.29127759,-2.05969464,-0.00000208,0.97599409,0.44702917,-0.03495853,-19.33334567,-11.28593394,-0.00000208,0.96304477,0.96457947,-0.81725952,-12.66630968,-18.45826738,-0.00000208,0.97665094,0.43037432,-0.01731542,-2.45411178,-22.25145952,-0.00000208,0.96384821,0.91855289,-0.73335200,6.95340761,-21.27894519,-0.00000208,0.97601742,0.44642590,-0.03430850,16.22988555,-15.41866196,-0.00000208,0.97432537,0.49251327,-0.08623881,21.66039081,-5.65472643,-0.00000208,0.96683962,0.76674875,-0.47364925,22.04199383,3.91145933,-0.00000208,0.96585434,0.81355557,-0.55077084,17.76792146,13.61791519,-0.00000208,0.97011988,0.63053489,-0.26617812,11.06618444,19.45993314,-0.00000208,0.96507725,0.85262188,-0.61720806,3.09832983,22.17094589,-0.00000208,0.96317179,0.95714222,-0.80354965,-9.16545240,20.42407348,-0.00000208,0.96713950,0.75307954,-0.45165863
107,5.35000000,0.89166667,0.89166667,-0.02319780,0.05000000,-18.45662974,12.84799784,-0.00000201,0.99695732,0.63862682,-0.28305963,-21.77340663,5.62468153,-0.00000201,0.99719127,0.46433785,-0.05782111,-21.64474344,-6.10103363,-0.00000201,0.99359492,0.76867640,-0.48317574,-17.52223688,-14.09573611,-0.00000201,0.99855058,0.50011093,-0.09939271,-10.79326355,-19.72874965,-0.00000201,0.99633841,0.44312750,-0.03446155,0.10528723,-22.48794078,-0.00000201,0.99857045,0.50065243,-0.10004212,8.26115215,-20.91578381,-0.00000201,0.98935769,0.97415956,-0.84312195,16.82193781,-14.92449344,-0.00000201,0.99631404,0.44253492,-0.03382328,22.18961919,-3.65228245,-0.00000201,0.99761497,0.61605500,-0.25088694,22.07920996,4.26927710,-0.00000201,0.99700247,0.45956260,-0.05247587,16.61824810,15.15096526,-0.00000201,0.99546025,0.69336767,-0.36434516,8.43767521,20.84522644,-0.00000201,0.99502956,0.71002800,-0.38995859,0.22205929,22.48708791,-0.00000201,0.99793206,0.48352604,-0.07978981,-10.39499241,19.94148916,-0.00000201,0.99996915,0.54017329,-0.14898055
